,Unnamed: 0,topic,source,bias_score,title,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0,-1.2468245821929864,-1.444512745918945,1,has ignorant media gotten worse ,-1.2033891427071932,0.6784157156644013,-0.4635303921853551,0.744396873172351,0.331728497648864,0.5697700307192007,-0.3078724309479875,-0.4210406057738592,1.243494720525733,1.323198636310959,0.3843547553306617,1.0920453113295123,-1.2391613482531314,-0.7230208769922224,-0.2147010063425631,-0.3359529612915423,-1.6885261528618052,-0.501977573818457,0.0113822185540486,0.5158570818544648,-1.2348627775183445,-0.2367156050812563,-0.4359569424883121,0.1850363385397032,0.8694782806047777,-0.9698735502644464,0.8969755429506279,0.0281755908544156,-0.2231696106048699,0.8224486060030085,0.6717680025360696,-0.4629797735622542,-0.5659655111469479,-0.6033571410730537,-0.3927505684809449,-0.0161583816082129,-0.0028430417935964,0.1735805719624796,0.253576278347529,-0.7450298264148881,0.1277238617960575,0.2804123899872119,-1.3012674154176016,-0.9559118158657652,-1.225478999414205,0.4173693247492482,-0.8056287636254519,0.5917289151295525,-0.6815329689097452,0.6019992390126327,-0.0019437675636399,1.2156088833689924,-0.3024795716400088,-0.4013072610649476,-1.3801119138617617,0.0174613069026173,0.0760430186185734,0.3111485029362376,-1.2849934828273486,-0.8301843127271158,0.001434583003943,1.3080651521247124,-0.2888164037611456,-0.5664545064322594,0.2392607111205674,0.3534300424093776,-0.001347519543162,0.3505536219082344,-0.4687755552700178,0.175896558039328,0.5264731192441782,-1.2864231550634555,-0.1945411788914675,-0.0616091005067213,-0.7134855522410111,-1.0048342978672915,-0.6373130868623247,-0.6172565911586996,-1.7454781272024475,-0.2404846713137435,-0.3616468849118436,-0.6241506742016893,0.4441375107223932,-0.1779017098601149,-1.474188418750302,0.0134563447143837,0.9224050931803084,0.0105640447675732,-0.4853704149668556,-2.029704186846178,-0.6885504142812563,-2.7021932036819845,-0.6700195677525851,1.4129379884818534,-1.0513917160665638,1.0694513972416089,-0.9414576952501078,-1.152093850916844,0.4115126400747396,-0.8498107865898831
2,2,-0.8213430342599553,-1.0205672510110255,0,congress heading toward government shutdown spending talks drag on,-0.6785177206148989,-0.8224133030512145,0.428645810493291,-0.2503280023118989,-0.6590547791330839,-0.4845461718982309,1.4317005245853354,-0.569478415115724,0.9925973317350202,-0.0964990113322941,-1.036028896289531,2.0938391973216595,-0.2922277262329213,-1.2400550093932448,0.4211915401781634,-0.1512776552755044,-0.9254818052276992,0.3577147442686673,0.0678880260668183,0.2467648705003557,0.3061051662860262,0.4356563416282303,-0.2789072483137262,-0.0630253209216729,0.5701326080646759,0.2286782936669703,-0.6381266330319327,0.4386958066481919,0.2719102338478735,-0.3594779771039398,0.8802212674858798,-0.2488680973881971,-0.8660547547536425,-0.339555841576646,0.4572973405556048,-0.3377407275965193,-0.5073703287049174,1.4014384066645793,-0.366639476707524,0.6253440035814347,-0.4623299896518545,-1.176964459803599,-0.2177665563126126,0.7721039969850726,-1.0870850644390866,-0.3877071136500957,-0.0805541242106838,-0.90599799594073,-0.3873261901655697,0.9763489826090128,0.5471885159034139,-0.9494605774522372,0.0949991124513128,0.7691700479780078,0.1982993051384257,-0.4436311309102503,-0.5720276080328495,-0.040320331383864,-0.6136406539784052,0.8582773245648656,-0.0960942650489451,-0.0117696644911774,0.7030904321869993,-0.5961372261434184,-0.0851810891437094,0.2368697350356913,-0.0390645412745173,-0.3158695670423781,0.7818530824851413,0.923276289481568,-0.8140829485420559,-0.1163575149033006,0.7631170138939096,0.0490847352457069,-0.6865164782025839,-0.9403860321071464,-0.0930151262001082,-1.91531487875182,0.9814364018718804,0.9278182518449064,-0.6515813383364812,-0.6680388782170272,-0.3712892835378632,-0.4573911264330291,0.0421908127374169,-0.4385511635248958,1.1933335258856543,0.9438474272757792,0.3405909839007619,0.2173585490333437,-0.3926115001157403,-1.7817316301317854,0.962052650026282,-0.1266161570279611,0.7863451069075109,0.4013107463053744,1.2377252498484057,-0.561103749513148,0.0202593605338431,-0.7030015038597245
3,3,-0.6086022602934397,-1.0205672510110255,0,white house opioid commission asks trump to declare ‘national emergency’ to combat overdoses,-1.2384228266943245,-0.5902834640714432,0.0080105361762204,-0.6515690891827624,-0.2899583042102923,0.8965719921823495,1.5478370562465298,-0.4741439471422049,1.883429433391286,0.4828451233263116,-0.5666249242698159,0.8914398734322005,-0.4392580507940941,-0.1378696220205916,0.3780510551944875,1.3438407233368828,-0.1172719272986669,-0.0566510115267678,-0.3292640320095908,0.9093384975113472,-0.0650509500774808,0.0194271635172667,0.4799469467328743,0.6829327426207116,1.2412605895185218,0.5268507038339495,-0.840335943702874,-0.1503229232003486,0.0809130392267179,0.8337959450571787,0.0099966444948963,0.1775219437199194,-0.8012354548865289,1.3076281534189158,-1.325557127112749,-0.0573370454889127,-0.141863034827362,1.353415679382989,-1.140558583366437,0.8592863945180229,-1.526665458591984,-0.1164783997951097,-0.9574846766195236,0.1684793904207978,-1.602420471209904,0.7319724054340584,-0.5199403686732935,1.5922537964066354,0.0674010395476763,-0.1355131268260068,0.0394624148999117,-0.3041705132934351,-0.9089348574862636,0.9136626862033792,-0.2843619281566728,0.5147404315353507,0.4734686982409414,1.818645385956498,-0.4322535128614543,0.8776906516491811,-1.6249841906693188,-0.7351702973476341,-0.7671952203508794,0.80615297303015,0.0315796691499103,-0.2287341622462508,0.1229270366270551,-0.1851084760899899,-1.10188379784725,-0.4030011279460572,-2.603072720761064,1.634012213867205,0.3998743145117175,-0.5229134707921441,-0.6060058072695226,-0.3283313247568313,-0.3281310543473099,-0.3921479526877768,0.8735106265593218,0.8476307042855115,0.9758923490484388,-0.93804517185153,-0.2594248959753958,-0.5033674438994015,0.1418534965484698,0.4542201791234426,0.2198473502013676,0.6419763806819965,-0.4432180587009436,-0.2366795272790463,-1.1565929701570514,2.219573600964264,-1.3220550682741832,0.1574136715702045,0.7017399428782525,0.1123523544115816,0.342752930889919,0.3599991083812605,-0.2807028134949559,-0.214087331770217
4,4,-0.395861486326924,-0.8085945035570662,1,the last daze conservative democrats,0.4590907651373628,-0.0293470845186333,-1.1096819837452423,0.1705251592251844,-0.5511810140195731,1.1347101123861318,1.449906584752776,0.2924686811468997,-0.1477072142142635,-0.156112043746105,-0.6880859970706144,-2.1826634822613675,0.710548937402431,-0.3104382037868452,0.3021790591255669,0.3492406929676647,-1.34262016101124,0.3907612008606493,-1.1099284052682177,0.6652348086073757,0.0335240888532683,-0.061428499875492,1.2549178949022135,-0.3535879427618456,-0.1858917329060447,0.3771191437775849,-0.7962194185032762,1.385351443967216,-1.5034497140662026,0.7361100685295198,0.878304203055458,-0.9384696320035294,-0.4193778410006982,-1.156653072617988,0.9077748890923868,-0.1324332381270326,-0.2370071599161685,-0.4269160212834962,-0.0284110624925369,-1.9562255853138455,-0.1644831380736753,0.3920691761198371,0.783586448251055,-0.0394497731431876,-0.0234230970318108,0.2831288519022363,-1.0809371788215587,0.5558325428096984,1.1452087333398375,-1.2955526890944264,2.4368254172304376,-1.518970850144832,-1.1160081142079357,-1.3041582444952136,1.100987628040858,0.2740510011461311,0.3617041132779793,-0.190750463792737,-0.5653310322567364,1.14254141108441,0.3898204552982924,0.8848592748374504,-1.034103710340549,-0.2306935454860542,0.0885134487147207,-1.717307910322056,-1.565015894404791,-0.8161600971860967,0.196589958790671,-0.6056341049082375,-0.1414872999183181,-1.979817706184176,-1.140063585795522,0.4112356716219544,0.3960184156121283,-0.0884615536852178,-0.3327489082955741,0.7327930322187052,0.058211596946502,0.4841149978780247,0.6235945015644534,-0.0282102782642163,0.1976471528891052,-1.386706402580817,-0.4599082309605636,0.6003559734161178,-0.7872109766276363,-0.4853792785398906,-1.6127731019601812,-0.5209335227649485,0.4079686584441708,-0.3603182708757719,1.8050201967819557,-0.491962656989348,-0.0135684778524986,-0.6680720860094433,-0.0239245272118167,2.082238935069548,0.6325889087757367,1.3269025992502386
6,6,-0.395861486326924,-1.444512745918945,1,how anti trump republicans can change president s behavior,0.0700707818983244,1.243887443104718,0.94022540689846,-1.2789206505553186,0.8343781164488723,0.3535486066153495,-1.4416804500874438,-0.3582935974269664,0.738642947599167,0.1474417724785711,-0.4803419130796938,1.158081081166299,-1.0831533852092747,-0.5996590186348766,-1.344528204061569,1.692207828887165,-0.5412649593533768,0.2115168931931077,-1.1552090264161974,-0.1106589252706211,2.14998467634245,-1.0235007321348095,0.9743617000861732,-0.2435473209323387,0.7600051665090176,-1.2878024904221217,0.7520733090577971,-0.3706469944588304,0.2095886346202095,-0.7206407913702589,0.1530370433268505,0.5475620059815509,0.7049863100812958,-1.4017718801743138,1.211851039962597,-2.282994780068518,0.2692317191666086,1.3723410887097849,-0.0784725208578884,-0.6246443843061477,-0.9945082212047918,0.3543752026094504,-0.1307999912659897,-0.1120091364502494,0.7807341262661409,-0.2810015323645494,-1.632551085573588,0.2523107197791931,2.032391609129037,-0.4816707510006106,-1.2890023996587217,0.1795329762421795,-0.0365479954602254,0.9174782537190664,-1.0438971487875095,-0.5433903237204412,-0.9999059600529056,-0.6971348773356517,-0.0108574603391232,-0.3242850346781926,-0.0923867280358552,0.4595454803937006,-0.0179841063129968,-0.0348329104117337,-0.6774454522840161,1.0344161705971928,0.1856745206282056,0.2480893942619686,-0.2961300902472982,0.7023051119908892,-0.7152411631499513,-0.2470547915153201,-0.9068724220058946,-0.7343034432351749,0.3583855053002029,0.3249018571934294,0.0674678955136522,0.3177608046613854,1.276745841685296,0.1304982491966123,0.7481227404592464,-0.9423713270947977,1.4388014672974734,-2.862117495891048,-0.1791247929550259,-0.5630290700757561,0.3962652506346636,-0.5644967045356579,0.941637446446296,0.711395131208925,1.1919265098116911,0.7086905780975591,1.2834181749257283,-0.3425944737272607,-0.9448497410053568,-2.0562530581165137,0.3952452920014793,0.3702434061145168,-1.5669805812092106,-0.2907477600003443
8,8,-1.2468245821929864,-0.5966217561031065,1,journalists struggle to define ‘fake news’ even they declare war it,-1.0912784962566984,1.0125787497697285,-0.2951189986554038,0.3989645976496206,-0.1662206186366266,-0.1856268155711649,-0.7703078518257037,1.4806577039891546,0.2925503666088146,1.6520404352393423,0.2891383140000612,0.6364990224168949,0.194743927112151,1.0979371808068903,-0.7103909282853766,0.3048150414494716,-0.996067961220792,0.1551447524527694,0.2763966285105868,0.5348349904268184,0.1593853293986795,0.5645324014260326,-1.7113641226496343,-0.4951084819937034,-0.8005465268600536,-0.3979004581061979,-0.0588139916037651,-0.2077951015388534,-1.0006117788005642,-0.1068487677821916,-0.6384117830871241,-0.5210834082869784,0.889431676088695,-1.258803537054381,0.9048095086936372,0.6068175017490227,-1.165652916070926,-0.8701337168350025,-0.6087388640108591,0.0430938327347987,1.282483080401324,-1.3468853867414925,-1.06786195496504,-1.358455277210472,0.6855997593296558,0.8043226200738257,-0.4419464533042841,0.6481482110787354,-1.0418018484245632,-0.5492226693163165,1.6401906219642366,0.3982701585216406,-1.1994768848444386,0.7689862258782462,1.0815627053821382,-0.2816015277608927,0.2337070526756321,-0.7712179692944858,1.102506767993144,-1.6047424165277815,-0.257320023226792,0.0918060410676262,-1.9340883232652155,-1.0940847386405537,0.5493941380124255,-0.5938585710640478,-1.3669474816624914,-0.6074283053285913,-0.1964872767540159,1.2934370188917228,-0.1176338397410794,-0.84958290509634,-2.1256399660273804,1.449968295259154,0.7900355121706243,-0.977467366683818,-0.2785535492448754,1.0608713034624857,-0.8619419374731127,-0.3662814914079928,0.9572778165188492,0.8199098191403488,1.0038808233347958,0.7797922675732546,-1.507163557729725,1.5808790204788608,0.7471578827651807,-0.7232606000377839,0.6536906336541529,-0.2208223323863798,0.623121916054365,0.1422428949167002,-0.7485196112317825,-0.0774771146289003,-1.178591751992986,0.2402891263417158,0.6512445790790968,0.4838230665445526,0.0556520979579312,-0.1633041099354449
10,10,-0.395861486326924,-0.3846490086491468,0,from kavanaugh to government shutdown – trump s      lowlights,0.0037622905767056,-0.0233580721611201,3.457063707654646,-0.0133309029373726,-0.3112702937336388,-0.8122319800613821,0.5360380425429917,0.0168656788960191,0.0522188361809467,-2.5075564370011625,-0.4625659336527063,2.812781690947466,0.0072729200573587,1.902060157693008,-0.6082765810990741,0.0353072242586356,1.0471189101552758,1.16265149478398,-1.01390569273335,0.8709530127188747,-1.9000640529039257,-0.8800257352168657,0.8258283714248553,-0.9845733095191652,0.4442332082912797,0.6994787582406952,-1.0993104692075215,-0.7467188000645221,0.675962491817329,-1.8495172845961063,-0.2934206266698924,-0.1704039237157344,-0.8007679387052324,-0.1448670660356808,0.8265345205352089,-0.5780077908073675,0.3214660946269775,0.2957997336068877,0.117322020425359,1.3676902126353525,-0.6460458908894872,-0.9091137911651131,0.536735097966731,-0.5743012303663974,-1.5745776050393254,-0.4842439267145868,0.0301926442675897,-2.08229190832858,-2.821378552108397,0.7813612032498374,-0.0281888957744757,-0.4203860708069816,-0.3402825076015968,-0.7303930511295449,-0.1925188291314081,0.6452702710032426,0.1514465046482805,1.6624663821510133,2.285855456210686,-0.8451439611302185,-0.7121961461475562,-0.1612826301946572,0.0766640458445926,0.4645872751758659,-0.3915412552408834,-0.8911472074339173,-0.8579360738733016,-0.1896838859524,0.6613157216336336,0.6114020487507635,1.460578242356274,0.7944495614689561,-1.124587509956851,-0.687740172173877,-1.0803590224512285,0.6654222232708366,-1.423107010843979,-0.0910111860650013,-1.624069893419172,0.0924784342764743,1.0354600716315645,0.6965052727133617,0.0800441685327423,-0.2184038630394535,-0.8299942196649132,0.9313138335084322,1.404003543989085,0.695135628084094,-0.0260713089272678,-0.7167146227632818,0.6040987050085521,-0.8550686067959848,-0.3264709243890757,-2.5324205289900297,-0.0777633118702479,-1.5946406420004284,0.0915780476390039,0.1951782612945128,1.6376018009825946,-0.7607274953849206
11,11,-0.1831207123604084,-0.1726762611951871,1,anti religion group says public school mentoring program by christians unconstitutional,-0.2061286906699264,0.6960106657879673,-1.0866048104095185,0.6682893379493268,0.2702920192755305,1.2680574792257642,-1.368232278134841,1.1650608325899414,-0.0640639392192474,1.0126513396373302,-0.3783185830121801,-2.1593175370315434,0.9575095507000844,-1.7487471686589562,-0.1213309070185814,1.1586471426954856,-0.2910934419056368,-2.8374102443880664,-0.5258932666028684,-0.8897771617916556,0.1096992779688592,0.3895202555537756,-0.2543054258666701,1.316246382434981,1.0269037686713949,-0.0054191701463951,-0.7905784967230655,0.1535619400688279,-0.0110564312359124,1.6542889601028312,-1.2695500202183945,-0.4574959327964002,0.7266969587448942,0.3883367310574991,-0.6055174986229536,0.9612207714184612,-1.8432830483018796,0.569631236173646,-0.5643730260826064,-0.8216285191758652,-0.0280174235479541,1.3988395678187868,0.3214297123661991,-0.525064804094303,-1.4176119000038232,-0.0780363175698601,-0.5772667686960099,0.7012232693620913,0.6945492044684667,-0.7170391106220221,-0.1120434233097434,-0.2920822562084353,1.1803748190586003,0.0283402914796144,-1.1370354084956318,-0.0336909894734146,-1.1819965635971796,1.7846434279485777,-0.7580904718137673,-0.5758503405857669,0.3426520323332293,0.9809514389845996,0.5607779935213636,0.4181559893677677,0.6388404294253355,0.0376463816177162,-0.2805594443830052,0.1294081135212824,-1.809111858644681,0.0123792139762007,-1.0179109707600211,-1.0339974700510086,0.1634008311344001,-0.4112613054266127,-0.2313310232545757,0.1729991862406916,-0.6846269547154312,-0.4302456143595743,0.4234294788101183,-1.644643285541619,0.0732878248473666,-1.9795032644264552,1.4342927801662184,0.44212794105305,0.4038839815896664,1.5515685156447898,-0.4968240314648336,0.5326115412703354,-0.7478277481564585,0.3077686715159413,0.3249819363220813,1.6178674909264468,0.2583878212540984,1.363450168920067,1.3943976323706422,0.0125681753012679,-0.3139259515458375,1.052019981376627,0.4470469782265521,-0.5588848428340817
12,12,-0.395861486326924,0.0392964862587724,1,again   anthony weiner deletes twitter embarrassing clinton campaign more racy photos,-0.6010968570714582,-1.2577123186349617,-0.125222419610849,0.694964451887682,-0.8254630558741707,0.8328080346207305,-0.9050711516050536,0.1926562062220012,-0.4064208337553083,0.0541392463668649,0.9808577556270242,0.3155685408119758,0.7172178093370942,1.073353513124501,-0.1390067830039018,1.1807163411270658,-0.2336827345943882,0.1414195169565901,-0.0584581898888848,-0.2087003652586815,-0.4819085414095016,0.6309239989623985,0.3039633275597388,-0.1381256792775217,-0.4322915817358693,0.8597808338368885,-0.9384711193027948,1.654640994494534,-0.2554809698784027,1.0981511123373713,-0.3574259892588075,1.136109668154699,-0.987927525385083,0.1389033920248118,0.9873040127540624,0.521259512042958,0.1702824889876448,1.2436119370252692,1.1391662126928914,0.5350188731504392,0.2956063049550754,0.2977495957336418,0.0410943205380303,-0.2003563754460371,0.6245384180257866,-0.5843676055121987,1.1759416447234374,0.3301381670350574,-0.2831581615605179,0.6134662556768915,-0.6229674639682099,-0.4200819416231807,-0.2555619733637873,0.5708234042562257,0.6275390648843355,-0.6273993836037347,-0.4116638471301528,0.202645839331947,1.033165705402159,1.1078700391955945,-0.0920158297490588,-0.2646316767604563,-0.1087562479658007,-0.3773151114421866,-0.185740483619599,-0.3582685445814043,-0.7581799680638335,0.166699422056244,0.4402035133379484,-0.2407452321908754,-0.6620917805751274,-0.3351858114029676,0.2685247762440645,0.3854988089463703,1.1114490819136695,0.8288566784464217,-0.4438737708907279,0.7288005563176801,0.1571659990748285,-0.999768181786731,0.3895983344982057,-0.159021174418742,-0.9759853885536772,0.3672890379951722,-0.4342782299204756,0.552269911320615,0.1513502300078318,-0.6023448802441664,-0.2828292560455414,-0.2174422659520023,0.8827917533181252,0.1887868425824663,-1.244416560150122,-1.2257832716604002,1.4467137448491605,-0.8174793266760058,-0.4734156993880343,0.236242012722564,1.7680227966522235,1.524438145358336
13,13,-1.2468245821929864,0.0392964862587724,1,stephanopoulos fails to disclose full truth on air apology,-1.7343156817638803,-0.631556110325257,-0.5211377874878753,0.1220437298172265,0.1151978891885325,0.6998468226410619,-0.6741612861730094,0.1507596657506186,-0.5946009852622278,0.4202536613947113,0.1883268307479991,0.3480950799570503,-1.0156666630066806,0.7512301537298456,-0.3504748935720216,2.2711924408439943,-1.6069071667895494,-0.8939796297337052,0.2793866745523164,-0.2037889452071898,-0.323253531492524,0.0971937120599765,-0.0932405914476192,0.1373938014647979,-0.9549471102599182,-0.2950583372774236,0.5294701765134293,0.0940574705111762,-1.0025631725872124,0.5343511220290322,-0.2631041498599924,0.0446491426631592,-1.7000008671324094,-0.1574631525583907,0.8691475837871169,0.4306172087632749,-0.8403868301350963,0.1186186610766097,-0.4180444486225781,0.0983961455109999,0.1393142145808571,-0.3063061348231364,0.6615274032931604,0.0167807508874768,0.2008568058699742,0.2846656037991565,0.1731865575104957,0.4141717352534818,-0.8510603486259624,0.5100357912493577,0.3688344804557051,0.380581934954095,-0.4329979118318968,-0.1325661671609967,-1.0076641531437995,-0.2466284333689421,0.2104175123919327,0.003104813350849,-0.076394033185537,-0.0217951095029817,-0.5551142299469234,-0.753928761438631,0.2948901567045003,0.7626041338147952,-0.0775547333857753,-0.2087250770526046,0.0322756666722846,-0.6683119457564644,0.8792666242866316,1.1787350981771545,0.1251952808042578,-0.8277508180511378,-0.3122250234433703,0.555826500364414,1.1108885944380549,0.1400197563388941,-0.2747065203735644,-0.149629814372146,1.1351897120776782,-1.918367305182308,-1.1038543625815085,0.7499585410848166,0.1619986185036594,1.070073757350847,-0.0009891106081236,-0.7590707774915542,0.4132046037396592,0.988900070604353,-0.0048337131783213,-0.4533309385624243,0.5975610918951876,1.368707414659475,-2.1998719736574643,0.1966389180758579,-0.2506793212714973,0.3093397342665441,0.5368444921438476,-0.3077149977373582,0.4322653737126326,1.457669906894951
